NOME,ANO_INGRESSO_2020,FASE_2020,PEDRA_2020,IAN_2020,IDA_2020,IEG_2020,IAA_2020,IPS_2020,IPP_2020,IPV_2020,INDE_2020,PONTO_VIRADA_2020,ANO_INGRESSO_2021,FASE_2021,PEDRA_2021,IAN_2021,IDA_2021,IEG_2021,IAA_2021,IPS_2021,IPP_2021,IPV_2021,INDE_2021,PONTO_VIRADA_2021,ANO_INGRESSO_2022,FASE_2022,PEDRA_2022,IAN_2022,IDA_2022,IEG_2022,IAA_2022,IPS_2022,IPP_2022,IPV_2022,INDE_2022,PONTO_VIRADA_2022
ALUNO-250,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,9.25,9.087179487179489,10.00002,6.25,4.6875,8.0,8.361187897435897,0.0
ALUNO-253,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,6.0,10.0,9.50002,6.875,5.625,7.58333,7.416668,0.0
ALUNO-254,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,5.416666666666666,9.649122807017545,9.50002,7.5,5.625,7.499995,7.775658894736842,0.0
ALUNO-255,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,8.366666666666667,9.06060606060606,10.00002,7.5,5.625,8.0,8.397956545454546,0.0
ALUNO-256,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,10.0,7.5,9.583333333333334,7.416679999999999,7.5,6.25,7.33333,8.000000666666667,0.0
ALUNO-257,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ametista,5.0,8.5,8.585858585858585,9.50002,7.5,6.458333333333334,6.611106666666666,7.585228383838384,0.0
ALUNO-264,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,6.75,6.773809523809523,10.00002,7.5,6.25,7.27778,7.035319904761904,0.0
ALUNO-268,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.25,10.0,9.000020000000001,6.875,5.625,9.5,8.000002,1.0
ALUNO-272,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,10.0,6.0,10.0,9.000020000000001,5.0,6.25,7.5,7.725002,0.0
ALUNO-276,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,8.25,8.95341802782819,8.500020000000001,8.125,5.0,8.0,7.703185605565638,0.0
ALUNO-279,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,5.0,4.055555555555556,7.024703557312253,7.5,5.0,6.5625,5.888883333333334,5.800078489240228,0.0
ALUNO-281,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,6.75,8.87962962962963,9.000020000000001,7.5,6.041666666666667,7.72222,7.424538592592594,0.0
ALUNO-289,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.333333333333333,8.015873015873016,8.500020000000001,6.875,6.041666666666667,7.388886666666667,7.189287269841271,0.0
ALUNO-290,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ametista,10.0,4.5,8.118686868686869,9.000020000000001,7.5,6.458333333333334,6.777773333333332,7.175127373737373,0.0
ALUNO-291,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,2.0,10.0,10.00002,6.875,6.458333333333334,7.055553333333332,6.644446000000001,0.0
ALUNO-302,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,7.033333333333333,8.271221532091097,10.00002,7.5,5.625,7.5,7.873412973084886,0.0
ALUNO-304,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,6.266666666666668,7.403337403337403,10.00002,7.5,5.9375,9.41667,7.461086814000815,1.0
ALUNO-307,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ágata,10.0,5.333333333333333,5.364583333333334,5.41667,5.0,7.1875,5.999993333333334,6.099999,0.0
ALUNO-308,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,5.0,9.516666666666666,8.98860398860399,10.00002,7.5,5.625,8.41667,8.196890131054133,1.0
ALUNO-311,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,0.0,Ametista,5.0,8.816666666666666,8.518518518518517,8.500020000000001,8.125,5.0,6.75,7.479539037037037,0.0
ALUNO-314,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,4.666666666666667,8.671215074723847,6.41668,5.625,6.25,7.055553333333333,6.40785501494477,0.0
ALUNO-317,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.583333333333334,6.999961778083552,9.50002,7.5,5.625,8.66667,7.412495022283378,1.0
ALUNO-320,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Topázio,10.0,7.5,8.222222222222223,10.00002,7.5,6.875,8.222226666666668,8.226391777777778,0.0
ALUNO-322,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ágata,5.0,3.666666666666667,7.222222222222222,9.50002,7.5,5.833333333333334,6.944436666666666,6.350000444444445,0.0
ALUNO-325,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Quartzo,5.0,1.666666666666667,4.302832244008714,0.0,4.375,5.0,6.333325,3.898064782135077,0.0
ALUNO-326,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,5.0,9.45,8.922266139657445,8.500020000000001,7.5,5.625,9.083335,8.15362222793149,1.0
ALUNO-327,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,9.15,9.0,8.500020000000001,7.5,6.25,8.416665,8.538335,1.0
ALUNO-333,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,7.683333333333334,7.132034632034632,10.00002,5.625,5.3125,7.33333,7.523491593073594,0.0
ALUNO-334,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,10.0,5.9,5.0,0.0,8.125,5.9375,8.333335,6.252917,0.0
ALUNO-347,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,6.833333333333334,8.571428571428571,10.00002,5.0,4.0625,6.999995,7.387203380952382,0.0
ALUNO-350,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,9.066666666666666,8.608324043106652,9.50002,7.5,5.625,8.41667,8.480834141954665,1.0
ALUNO-351,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Topázio,10.0,7.75,10.0,8.000020000000001,5.0,6.458333333333334,7.833336666666667,8.062502666666667,0.0
ALUNO-356,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,7.916666666666666,5.833333333333334,10.00002,4.375,5.3125,6.916665,6.602085000000001,0.0
ALUNO-358,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,7.0,Ágata,5.0,3.5,8.333333333333334,7.91667,5.0,6.875,6.33333,6.112499666666667,0.0
ALUNO-360,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,10.0,3.833333333333333,5.083333333333334,6.66667,5.625,7.34375,5.95833,5.938541333333333,0.0
ALUNO-362,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ametista,10.0,6.111111111111112,9.171099744245524,7.5,7.5,8.28125,8.041667499999999,7.992900671071327,0.0
ALUNO-366,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,5.0,3.055555555555556,6.851190476190476,5.41666,6.25,7.34375,5.8749925,5.557388706349206,0.0
ALUNO-369,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,Ágata,5.0,5.0,7.605800653594771,8.75001,7.5,5.416666666666667,6.499995,6.487826797385621,0.0
ALUNO-386,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,4.916666666666666,8.69551282051282,8.500020000000001,4.375,5.625,7.91666,6.655769897435897,0.0
ALUNO-391,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,9.0,9.245857699805068,9.50002,5.625,5.625,9.16667,8.057507539961014,1.0
ALUNO-392,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,5.666666666666667,8.094541910331383,8.500020000000001,5.625,5.625,7.499995,7.22724271539961,0.0
ALUNO-395,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,3.0,Quartzo,2.5,2.777777777777777,4.077797202797203,9.16668,7.5,6.25,5.7499925,5.062781496114996,0.0
ALUNO-398,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,10.0,5.566666666666667,5.87121212121212,9.50002,5.625,5.3125,7.999995,6.931326757575758,0.0
ALUNO-402,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,5.25,7.669227535068609,8.000020000000001,7.5,5.625,6.999995,7.096346507013722,0.0
ALUNO-409,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,5.5,8.393939393939394,5.75,5.0,6.041666666666666,7.111113333333333,6.380177212121212,0.0
ALUNO-410,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Quartzo,5.0,5.366666666666667,5.132275132275131,0.0,7.5,5.3125,6.583325,5.19770335978836,0.0
ALUNO-411,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,4.166666666666667,9.380844645550528,9.000020000000001,7.5,5.625,7.41666,7.405336262443439,0.0
ALUNO-412,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,10.0,5.75,9.393939393939394,9.50002,7.5,6.041666666666667,7.055549999999999,7.744066545454546,0.0
ALUNO-413,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,3.25,9.696969696969695,8.500020000000001,7.5,6.25,7.555556666666667,6.825507272727274,0.0
ALUNO-415,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,4.0,Ágata,2.5,3.666666666666667,8.72737556561086,7.91667,7.5,7.03125,6.7083275,6.315265946455505,0.0
ALUNO-417,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,10.0,6.75,8.005698005698004,8.500020000000001,7.5,5.625,6.833326666666667,7.480306934472935,0.0
ALUNO-418,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,5.416666666666667,8.491715399610136,9.000020000000001,5.625,5.625,6.999995,6.706677413255361,0.0
ALUNO-419,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,4.0,Ametista,5.0,5.166666666666667,8.256563479623825,10.00002,7.5,7.5,6.8333275,7.051313529258098,0.0
ALUNO-420,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Topázio,5.0,9.083333333333334,9.233954451345756,9.50002,7.5,6.25,8.55556,8.199571556935819,1.0
ALUNO-427,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,9.516666666666667,9.22829183698749,9.50002,6.875,5.625,8.08334,8.565661700730832,0.0
ALUNO-428,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.833333333333334,8.337844611528823,9.000020000000001,7.5,6.25,7.91667,7.592571588972432,0.0
ALUNO-429,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,5.75,7.749881291547958,8.000020000000001,7.5,6.041666666666667,7.5,6.854144924976259,0.0
ALUNO-430,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,6.333333333333334,8.34008097165992,8.000020000000001,7.5,5.3125,7.666665,7.049267860998651,0.0
ALUNO-433,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Topázio,10.0,7.5,10.0,7.00002,7.5,6.25,8.444443333333334,8.263890666666667,1.0
ALUNO-434,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ametista,5.0,6.055555555555556,10.0,10.00002,6.875,8.125,8.38889,7.888891111111111,1.0
ALUNO-446,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.833333333333334,9.568151147098517,8.000020000000001,7.5,5.625,7.916665,7.676131896086369,0.0
ALUNO-454,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,Ametista,5.0,7.755555555555556,7.532623626373626,8.33334,7.5,7.65625,8.666673333333332,7.639929503052503,1.0
ALUNO-456,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.75,9.30959595959596,8.500020000000001,7.5,6.875,8.333336666666668,7.866088525252525,0.0
ALUNO-461,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.416666666666666,9.0,9.000020000000001,7.5,6.5625,8.83334,7.856253333333334,1.0
ALUNO-470,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.5,9.251724137931037,8.500020000000001,6.875,5.9375,8.416665,7.664929827586207,1.0
ALUNO-471,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,6.75,8.826364329796824,9.000020000000001,7.5,5.625,6.08333,7.044440865959365,0.0
ALUNO-475,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,5.0,3.166666666666667,6.207341269841269,0.0,5.0,6.40625,3.75,4.265426587301587,0.0
ALUNO-479,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,6.0,Quartzo,5.0,3.733333333333333,3.972415052977713,0.0,8.75,5.46875,7.611116666666667,4.985248010595543,0.0
ALUNO-480,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,10.0,5.0,5.901515151515152,8.000020000000001,8.125,4.375,5.499995,6.330304030303031,0.0
ALUNO-481,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.833333333333334,8.865384615384615,9.000020000000001,7.5,5.3125,7.41666,7.50432758974359,0.0
ALUNO-489,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.75,9.166666666666666,8.000020000000001,7.5,5.833333333333334,7.333333333333333,7.483335333333333,0.0
ALUNO-493,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ágata,5.0,5.75,8.672013366750209,6.91668,7.5,5.0,5.24999,6.376068673350042,0.0
ALUNO-501,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.083333333333334,9.269841269841269,8.000020000000001,7.5,6.041666666666667,7.055556666666667,7.335914920634921,0.0
ALUNO-504,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,Ágata,5.0,7.0,7.041396103896105,9.16668,7.5,4.583333333333333,6.4583375,6.724948054112554,0.0
ALUNO-505,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,4.0,Ametista,10.0,5.333333333333333,7.93767507002801,9.16668,10.0,7.8125,7.7083325,7.893786180672269,0.0
ALUNO-508,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.916666666666666,9.70961887477314,8.500020000000001,7.5,5.625,7.916665,7.771092108287961,0.0
ALUNO-510,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.5,8.993265993265993,8.916680000000001,6.875,5.3125,8.41667,7.592405198653199,1.0
ALUNO-514,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,Ágata,5.0,4.75,6.915584415584416,7.91667,7.5,4.583333333333333,6.1250025,6.058117716450217,0.0
ALUNO-516,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,6.916666666666666,7.13412070481214,9.50002,7.5,5.625,7.833335,7.139326474295761,0.0
ALUNO-519,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,8.9,8.663153271848923,8.500020000000001,7.5,5.625,8.25,8.325132654369785,0.0
ALUNO-525,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,7.0,Topázio,5.0,7.75,10.0,8.75001,7.5,7.34375,8.291667499999999,8.0677095,0.0
ALUNO-528,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,5.0,5.0,5.340909090909091,8.33334,7.5,6.25,5.708325,5.918180818181819,0.0
ALUNO-532,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,4.583333333333334,6.960784313725491,9.000020000000001,7.5,5.0,6.91666,6.342157529411765,0.0
ALUNO-539,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,6.5,7.895719691385326,10.00002,5.625,4.6875,6.99999,6.810393938277065,0.0
ALUNO-543,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,8.066666666666666,8.54852876592007,9.50002,7.5,5.625,7.75,8.135541086517346,0.0
ALUNO-551,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,9.183333333333334,9.20314253647587,8.500020000000001,8.125,5.9375,8.583335,8.650214173961842,1.0
ALUNO-553,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,5.25,10.0,8.000020000000001,7.5,5.833333333333334,7.055553333333332,7.094446,0.0
ALUNO-554,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ametista,5.0,8.75,8.717948717948719,9.000020000000001,7.5,6.458333333333334,7.777780000000001,7.844981076923077,0.0
ALUNO-556,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ágata,5.0,6.0,8.667027417027416,7.08334,5.0,7.65625,7.875,6.982364483405484,0.0
ALUNO-558,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,5.0,3.0,5.811844405594407,7.08334,6.25,7.03125,5.6249925,5.423826381118881,0.0
ALUNO-573,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,6.5,8.723227752639517,9.50002,7.5,5.625,8.5,7.507147550527904,1.0
ALUNO-575,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,6.166666666666666,7.98076923076923,9.50002,7.5,5.625,7.166655,7.02532017948718,0.0
ALUNO-576,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,10.0,4.433333333333334,7.5,10.00002,7.5,5.3125,6.583325,6.984583666666667,0.0
ALUNO-580,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,6.5,9.523809523809524,10.00002,7.5,6.25,7.555553333333333,7.590874571428571,0.0
ALUNO-582,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,6.25,8.842592592592592,9.50002,7.5,6.25,7.166665,7.276853518518519,0.0
ALUNO-587,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,5.75,7.915343915343915,7.41668,5.625,5.625,6.666665,6.433069783068783,0.0
ALUNO-590,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,8.35,7.674242424242425,9.000020000000001,8.125,4.6875,6.75,7.736100484848485,0.0
ALUNO-591,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Topázio,10.0,7.75,9.62962962962963,8.000020000000001,7.5,6.25,7.5,8.150927925925927,0.0
ALUNO-592,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,2.5,1.111111111111111,3.359047202797203,7.91667,5.0,4.0625,4.2916625,3.700281162781663,0.0
ALUNO-593,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,Ágata,5.0,4.833333333333333,6.637362637362637,8.33334,7.5,6.71875,6.2916725,6.307682694139194,0.0
ALUNO-600,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,7.15,8.597883597883596,9.000020000000001,5.0,3.75,6.583325,6.741243719576721,0.0
ALUNO-607,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,4.0,Ágata,5.0,5.0,6.52991452991453,9.16668,7.5,6.25,6.1250025,6.322651405982906,0.0
ALUNO-612,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Quartzo,2.5,2.5,7.75925925925926,10.00002,6.875,4.375,5.0,5.426853851851853,0.0
ALUNO-621,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,7.1,6.238095238095238,9.50002,7.5,5.0,6.333325,6.634286047619048,0.0
ALUNO-623,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ametista,10.0,5.222222222222222,7.749258893280633,9.16668,7.5,6.875,7.5,7.448464223100571,0.0
ALUNO-633,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ágata,5.0,7.5,7.189847189847191,9.50002,5.0,5.833333333333334,6.94444,6.860192771302772,0.0
ALUNO-637,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,3.75,9.388888888888888,9.000020000000001,7.5,6.458333333333334,7.5,6.923613111111111,0.0
ALUNO-641,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,4.083333333333333,6.741021324354657,9.50002,7.5,6.041666666666666,6.722219999999999,6.313483598204265,0.0
ALUNO-643,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,5.0,8.166666666666668,9.351432880844644,10.00002,7.5,6.5625,8.25,8.059871909502263,0.0
ALUNO-649,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ametista,5.0,6.444444444444444,10.0,8.75001,6.875,8.125,8.66667,7.897223888888889,1.0
ALUNO-650,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,6.083333333333334,8.378582202111614,8.000020000000001,7.5,5.625,7.083325,6.92155010708899,0.0
ALUNO-651,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Quartzo,5.0,2.916666666666667,4.083652618135376,9.000020000000001,7.5,5.0,5.916665,5.233398856960409,0.0
ALUNO-652,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,4.933333333333334,7.462653288740245,7.41668,5.0,5.625,6.499996666666665,6.083364657748049,0.0
ALUNO-654,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,6.25,7.871387871387871,7.00002,7.5,6.458333333333334,7.277776666666666,6.875668240944242,0.0
ALUNO-656,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,5.0,9.583333333333332,9.345479082321187,10.00002,7.5,5.9375,9.416675,8.512849483130905,1.0
ALUNO-662,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Topázio,5.0,9.25,9.62962962962963,9.50002,7.5,6.25,7.5,8.100927925925927,0.0
ALUNO-665,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.0,9.473684210526317,9.50002,7.5,5.625,7.41666,7.540570842105263,0.0
ALUNO-667,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ágata,5.0,4.0,7.25,6.25,7.5,7.5,6.1249925,6.0999985,0.0
ALUNO-669,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ágata,5.0,1.916666666666666,9.02777777777778,9.000020000000001,6.875,5.0,6.249995,6.026389888888889,0.0
ALUNO-673,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ametista,10.0,5.166666666666667,9.136363636363637,9.16668,5.625,7.96875,8.27778,7.792205060606061,0.0
ALUNO-674,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ágata,5.0,6.75,6.116071428571428,7.5,7.5,7.34375,6.208325,6.549254285714286,0.0
ALUNO-679,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,2.5,6.666666666666666,9.682539682539682,10.00002,7.5,5.9375,7.083325,7.28025826984127,0.0
ALUNO-692,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ametista,5.0,7.333333333333333,8.177910052910052,6.41668,6.25,6.458333333333334,8.388886666666666,7.192527343915344,1.0
ALUNO-697,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,2.5,0.0,5.60515873015873,0.0,6.25,7.34375,6.8333275,4.097072246031746,0.0
ALUNO-701,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ágata,2.5,4.788888888888889,7.729166666666667,9.16668,6.875,7.34375,6.2083225,6.333818611111111,0.0
ALUNO-705,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ágata,10.0,3.333333333333333,6.41644385026738,9.16668,7.5,6.875,5.8333275,6.470788936720144,0.0
ALUNO-711,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Quartzo,5.0,2.583333333333333,7.259407259407261,8.500020000000001,5.0,5.833333333333334,5.777773333333333,5.557438118548119,0.0
ALUNO-715,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ágata,5.0,6.75,7.417508417508417,9.000020000000001,7.5,5.625,7.25,6.996003683501685,0.0
ALUNO-723,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Quartzo,5.0,3.444444444444445,5.120271907389959,0.0,7.5,5.9375,4.416665,4.44002627036688,0.0
ALUNO-727,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Quartzo,5.0,2.583333333333333,5.03306195772656,9.50002,7.5,5.625,7.083325,5.702446058211979,0.0
ALUNO-728,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,2.0,Ametista,10.0,5.666666666666667,9.601571268237937,9.000020000000001,5.0,6.041666666666666,7.833333333333332,7.624482920314255,0.0
ALUNO-734,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,3.0,Ametista,10.0,3.75,8.835227272727273,8.33334,7.5,7.5,7.2499975,7.300378954545454,0.0
ALUNO-735,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,10.0,5.916666666666666,7.268924626380766,6.41668,5.625,5.625,7.083325,6.820451258609487,0.0
ALUNO-751,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ametista,5.0,7.75,9.07018907018907,9.50002,7.5,6.041666666666667,7.111109999999999,7.590428480704481,0.0
ALUNO-752,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,7.166666666666666,9.04804625199362,8.500020000000001,5.625,5.625,7.499995,7.217943583732057,0.0
ALUNO-754,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,5.0,Ágata,5.0,5.5,6.765005827505828,8.75001,7.5,7.34375,6.4166675,6.595710665501167,0.0
ALUNO-759,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,10.0,7.833333333333333,8.618233618233617,9.000020000000001,7.5,5.625,7.499995,8.00281439031339,0.0
ALUNO-761,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ametista,5.0,6.0,8.609486679662117,10.00002,7.5,5.625,7.499995,7.234398335932424,0.0
ALUNO-762,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,1.0,Ágata,5.0,6.5,6.730800064133398,7.00002,7.5,6.25,6.999999999999999,6.62116201282668,0.0
ALUNO-764,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Ágata,5.0,6.25,8.40683885640026,9.50002,5.625,4.6875,7.41666,6.895951771280052,0.0
ALUNO-765,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,0.0,Topázio,10.0,8.666666666666668,8.80952380952381,10.00002,7.5,5.625,8.416665,8.491073095238097,1.0
ALUNO-770,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,3.0,Topázio,10.0,7.555555555555556,8.836817168338907,9.16668,7.5,8.28125,8.458337499999999,8.464935044778892,1.0
